rank,objective_value,ring_a,ring_b,ring_c,fixed_count
220,109380.5368592084,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,24
221,109378.2045429653,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_0,24
222,109367.1131635083,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,24
223,109364.8786092636,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-30,24
224,109358.2814357906,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,24
225,109358.0951855024,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,24
226,109352.4262418101,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,24
227,109350.8632090783,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
228,109349.8176114710,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,24
229,109348.0671721409,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,upperarm_ring_tilt_all_60,24
230,109343.3641617633,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_0,24
231,109332.8049140963,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-45,24
232,109330.2298847574,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
233,109326.9527253502,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-10,24
234,109314.2803338793,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,24
235,109288.1300011354,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,24
236,109286.0912017043,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
237,109285.5619585679,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,24
238,109281.3256825893,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,24
239,109278.2666346872,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,24
240,109258.1210282451,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-30,24
241,109253.7792228473,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
242,109246.6608652846,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,24
243,109236.1523996148,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.36,24
244,109231.6035645563,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
245,109218.2443144897,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-30,24
246,109215.8507016121,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,24
247,109209.0168216975,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_60,24
248,109184.5076557577,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-15,24
249,109163.7750640718,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,24
250,109148.8220011735,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
251,109147.2980217444,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-30,24
252,109139.8004298695,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,24
253,109133.8743278029,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_0,24
254,109122.1759810454,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-30,24
255,109121.3905550830,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-45,24
256,109093.0593035298,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,24
257,109082.6544890707,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_15,24
258,109075.2807369548,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
259,109071.7636774697,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
260,109066.0175119675,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
261,109064.6849074131,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
262,109058.8396447038,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-15,24
263,109058.5964117449,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-10,24
264,109058.4172862445,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
265,109056.8477056526,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
266,109044.4663301276,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,24
267,109037.7768890565,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,24
268,109033.4262078843,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-10,24
269,109030.2249226339,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,24
270,109027.9436568013,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
271,109024.0003534112,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,24
272,109020.4481250134,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_15,24
273,109018.4083601111,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_0,24
274,109010.3867957386,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,24
275,108999.9399052569,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,24
276,108996.2887668019,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
277,108994.6619245677,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,24
278,108990.8734039016,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_30,24
279,108985.7719231025,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
280,108979.8547400631,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
281,108979.1112360246,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-30,24
282,108977.8401861381,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,24
283,108971.9192784780,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-10,24
284,108963.3090440334,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
285,108960.7688554228,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,24
286,108959.4878691693,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
287,108940.6480819087,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_10,24
288,108938.6025782937,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
289,108936.4936414056,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-15,24
290,108928.7690414107,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_30,24
291,108926.0026106749,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,24
292,108924.6066410441,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
293,108915.0296118329,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,24
294,108914.4972522537,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
295,108908.0119072308,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,24
296,108892.6675461369,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,24
297,108891.2341719774,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
298,108890.2058290117,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-45,24
299,108879.5289539944,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_15,24
300,108857.0897269856,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-15,24
301,108853.2467436376,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
302,108845.4103813229,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
303,108845.1181155237,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
304,108820.7456621899,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,24
305,108819.9390496870,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
306,108814.3348647766,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,24
307,108813.4624216065,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,24
308,108812.7528053679,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,24
309,108810.7164834435,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
310,108809.7058368953,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
311,108802.2050889505,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-30,upperarm_ring_tilt_all_60,24
312,108794.8195377154,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
313,108775.2437003085,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
314,108762.0798128898,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,24
315,108761.0416918509,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,24
316,108745.4317986373,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_0,24
317,108740.6257617856,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,24
318,108739.3961049620,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,24
319,108737.7165182250,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-45,24
320,108733.8830959158,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,24
321,108729.9284550231,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-10,24
322,108728.5130289436,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_15,24
323,108707.9985537225,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_0,24
324,108707.5529130415,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
325,108700.8585263674,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_10,24
326,108699.7204669683,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-15,24
327,108686.2178846989,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-45,24
328,108685.6834815585,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_-10,24
329,108682.8027032079,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_0,24
330,108681.5672805575,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
331,108673.7196721854,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
332,108672.4059783087,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,24
333,108671.6516849749,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
334,108657.5633540635,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,24
335,108648.0183828446,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-15,24
336,108641.8865434524,base_cap_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
337,108641.7738761191,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
338,108637.3217145832,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_30,24
339,108633.9160370457,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-15,24
340,108633.0812598286,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,24
341,108629.9948225415,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,24
342,108625.5467739976,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
343,108611.8614831826,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
344,108606.4419746823,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
345,108602.4830699822,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
346,108597.9557436701,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,24
347,108592.9652109303,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,24
348,108589.4519233998,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-10,24
349,108587.6828087871,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
350,108586.3727725672,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
351,108583.5515720116,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
352,108574.1430641365,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_30,24
353,108569.1230762218,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-15,24
354,108558.2057884644,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,24
355,108554.6518266551,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
356,108553.1156992387,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
357,108539.3162241869,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_0,24
358,108538.6744847714,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-10,24
359,108536.9180976685,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
360,108533.1513599820,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,24
361,108528.9929507075,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,24
362,108522.4450936720,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
363,108521.5337934000,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,24
364,108521.5337934000,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,24
365,108512.8386819789,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_15,24
366,108511.5096420986,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-45,24
367,108506.3896639150,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,24
368,108505.8829987814,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_-10,24
369,108504.8683742004,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
370,108504.8141838031,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,24
371,108500.6758450490,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
372,108500.6382819597,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-10,24
373,108492.0368343295,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,24
374,108485.4447356877,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-10,24
375,108484.7588868285,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_0,24
376,108481.6409800321,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_30,24
377,108480.2918274499,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
378,108476.1038002989,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
379,108471.5607831052,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
380,108466.7662915597,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
381,108463.2771410465,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_0,24
382,108461.2045015794,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.36,24
383,108460.1807453027,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,24
384,108451.8381505765,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_-10,24
385,108448.3978053918,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_0,24
386,108443.1684116651,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
387,108438.9883678311,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
388,108432.8974174260,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-10,24
389,108425.9226085229,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
390,108425.7087916596,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
391,108420.3973823129,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
392,108414.4315357095,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_45,24
393,108411.4970176484,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,24
394,108410.9857780635,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
395,108407.6812670058,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
396,108405.8816305813,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-45,24
397,108402.8334064803,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.31,24
398,108399.2412097725,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
399,108393.5132842138,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.36,24
400,108392.4537199533,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-10,24
401,108388.7946658939,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.41,24
402,108383.3588982375,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
403,108381.1972154631,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,24
404,108379.5045509628,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-45,24
405,108376.9563909470,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,24
406,108370.4843869102,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,24
407,108363.6372619260,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
408,108363.1306881411,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-10,24
409,108360.8885849795,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_45,24
410,108360.7329938019,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_-10,24
411,108358.9352209049,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_10,24
412,108347.3013677610,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.36,24
413,108346.5897568389,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
414,108346.1057474011,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
415,108328.3375946810,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,24
416,108314.3708719316,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
417,108312.6044825440,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
418,108310.8761736083,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,24
419,108307.7770044867,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_-10,24
420,108306.8814249936,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
421,108306.7706959581,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.41,24
422,108302.1879644895,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_15,24
423,108299.5791527760,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.31,24
424,108292.4254131615,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,24
425,108292.1596766166,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
426,108290.2052098795,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
427,108285.8009498111,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
428,108284.0987630268,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_10,24
429,108264.9002049005,base_cap_tilt_all_0,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,24
430,108262.3429513445,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,24
431,108259.8285808642,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,24
432,108259.3343529130,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-45,24
433,108257.7165474760,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.41,24
434,108255.9339416110,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
435,108250.3382655832,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-30,upperarm_ring_tilt_all_60,24
436,108248.9707229376,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,24
437,108245.6185475357,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,24
438,108245.3084616904,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.46,24
439,108244.5149575477,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,24
